target,video_id,sample_idx,frame_idx,d_x_1,d_y_1,d_z_1,d_x_2,d_y_2,d_z_2,d_x_3,d_y_3,d_z_3,d_x_4,d_y_4,d_z_4,d_x_5,d_y_5,d_z_5,d_x_6,d_y_6,d_z_6,d_x_7,d_y_7,d_z_7,d_x_8,d_y_8,d_z_8,d_x_9,d_y_9,d_z_9,d_x_10,d_y_10,d_z_10,d_x_11,d_y_11,d_z_11,d_x_12,d_y_12,d_z_12,d_x_13,d_y_13,d_z_13,d_x_14,d_y_14,d_z_14,d_x_15,d_y_15,d_z_15,d_x_16,d_y_16,d_z_16,d_x_17,d_y_17,d_z_17,d_x_18,d_y_18,d_z_18,d_x_19,d_y_19,d_z_19,d_x_20,d_y_20,d_z_20,d_x_21,d_y_21,d_z_21,e_x_1,e_y_1,e_z_1,e_x_2,e_y_2,e_z_2,e_x_3,e_y_3,e_z_3,e_x_4,e_y_4,e_z_4,e_x_5,e_y_5,e_z_5,e_x_6,e_y_6,e_z_6,e_x_7,e_y_7,e_z_7,e_x_8,e_y_8,e_z_8,e_x_9,e_y_9,e_z_9,e_x_10,e_y_10,e_z_10,e_x_11,e_y_11,e_z_11,e_x_12,e_y_12,e_z_12,e_x_13,e_y_13,e_z_13,e_x_14,e_y_14,e_z_14,e_x_15,e_y_15,e_z_15,e_x_16,e_y_16,e_z_16,e_x_17,e_y_17,e_z_17,e_x_18,e_y_18,e_z_18,e_x_19,e_y_19,e_z_19,e_x_20,e_y_20,e_z_20,e_x_21,e_y_21,e_z_21,duplicado
acontecer,acontecer_07,0,0,0.0,0.0,0.0,0.38769712022907654,-0.5537651069020547,-0.003368936237407638,0.924755802689443,-0.8028509966114858,-0.004103577454102947,1.3651050776409395,-1.0171322264844145,-0.004683035184157802,1.6742547165269368,-1.0566473216564962,-0.004982855394942476,1.0644631848990502,0.007822567534235658,0.0004966192152409121,1.452943366396552,0.1222460545245569,0.00031658574310711174,1.61261009537182,0.14707070576364484,-0.00065555585594268,1.7161002234875857,0.22609955524947195,-0.0019567895126471058,1.0152764785469133,0.38168605230724273,0.0008542224038450286,1.4867732222225318,0.4575531578359687,0.0016716613988450035,1.683234444805438,0.414923248748558,0.0016108749057224259,1.7812096225838174,0.3868657880605427,0.0005968814455030724,0.9336812262053222,0.69509827984448,0.00037993133604175,1.397611506288947,0.7739729306216275,8.343632302398873e-06,1.5686326236563828,0.6501862298686104,-3.914744799260461e-05,1.661664056748659,0.5593712356063124,-0.0005963425994792715,0.8268369409611901,0.9791792312741745,-0.0004992169472330943,1.1765616235341496,1.0135963830514734,-0.0012831212864199415,1.329743961594854,0.9244185768178522,-0.0012890412383654848,1.4215283964343295,0.8298639286554885,-0.0015082624652364984,0.0,0.0,0.0,-0.3011716550628431,-0.637165516863701,-0.004993257119416228,-0.7223803397610733,-0.9570677839906192,-0.00771885831570529,-1.0695383205838356,-1.1950591704464513,-0.009271166759639016,-1.3328444193086764,-1.356338085486765,-0.010830970021991959,-0.7627122191694018,-0.18506109448323327,-0.012187176856308213,-1.1131038235732584,-0.04278682740369727,-0.01729232865115904,-1.30676861111524,-0.1045359047615128,-0.02000286849877142,-1.4669343199563059,-0.20518567027846124,-0.021463361109702817,-0.7512823370325817,0.25830623623216686,-0.011374001863508454,-1.1366424730023155,0.42749289656337586,-0.016038643668501606,-1.396686510458668,0.2768507107060286,-0.018425588036983243,-1.573242151166877,0.08508762887739314,-0.020478737081496945,-0.7411719635908294,0.5828019654464599,-0.01049199188789629,-1.1302832890522228,0.7310047147742895,-0.015208914416938057,-1.4015850313744482,0.5884253888663484,-0.017529195646851292,-1.5783909237317215,0.38983312567233164,-0.018847520004122487,-0.7266904590722346,0.8142899113197839,-0.009700351866989365,-1.0907771366760348,0.9738408490642844,-0.01362462016484045,-1.339378365774025,0.8900841039569163,-0.01503684884598755,-1.5089936596115863,0.7340842577945963,-0.01569245616635584,0.0
acontecer,acontecer_07,0,1,0.0,0.0,0.0,0.4275874811980621,-0.49455103921075183,-0.0016337734847269303,0.9471694193429835,-0.6896223649904968,-0.003051481485826457,1.3609331638219664,-0.7982799016051811,-0.0049733736519641525,1.6490860565589849,-0.8011555239863589,-0.006724396530998433,1.0829588795665317,0.07018224379879327,0.0011864245901875847,1.5083740501875773,0.2404868103717234,0.00024943692586987254,1.6552140982336152,0.1916457835806527,-0.0011269030361376053,1.7257133097052342,0.22929237778204772,-0.0025487940725810176,0.9793486394287706,0.43889457097265777,-7.610872818020198e-05,1.4369404842105205,0.6106604985431939,0.0003819592970017993,1.5647497422616012,0.5025974354353754,0.0001554307967950308,1.5836939708037383,0.4636358709286432,-0.0009340742104626543,0.8516647681880244,0.7423548382708373,-0.001994543984991992,1.2944476032435983,0.9085859247110676,-0.001993853176472271,1.4082059007619476,0.7455639768378798,-0.0010301890284694082,1.4290481164534146,0.6674537223308196,-0.0011151263457662708,0.7091884357341413,0.9977034863142076,-0.004214896165294135,1.0651093988100577,1.067228881441603,-0.0040109835532433635,1.177634195625724,0.9280380653072506,-0.002404939892230118,1.2089401634080634,0.8327199031646165,-0.001580326861230219,0.0,0.0,0.0,-0.3227678880213991,-0.553162858325154,-0.004023685478586003,-0.7478857568191097,-0.8764817228520899,-0.005411408734488532,-1.092656135824888,-1.0787096039772162,-0.006168906469810054,-1.3594023905687191,-1.1893915197328313,-0.007036062781679675,-0.8647629889281326,-0.185719064731794,-0.004940645662117049,-1.2180540001766154,-0.06523561825555849,-0.008947677803206489,-1.4143084183200323,-0.10222905849899025,-0.012208348964321658,-1.5677412350070248,-0.18236249635647062,-0.014363007512855575,-0.8631685701908712,0.22993273514689752,-0.00475638116242294,-1.2224603494514261,0.4117998402382129,-0.007400389187949941,-1.4542512894324835,0.3378129597513494,-0.010582517725396201,-1.6260325989335078,0.20451662777732954,-0.013349491995739982,-0.8432202951514712,0.5603060493040163,-0.004822965138572499,-1.2056594667511766,0.7250733791305741,-0.007900976468789622,-1.4349398067083323,0.6621450359406795,-0.009900035229492232,-1.5991439702836556,0.5143165767356693,-0.01133316837714915,-0.8056193179824652,0.812530416203243,-0.005154033550041959,-1.1161647917876774,0.9647315809849383,-0.00847701438235049,-1.3197632879190548,0.9249276729734408,-0.009185490091311976,-1.4654702437828344,0.8117258929871936,-0.00923399337099795,0.0
acontecer,acontecer_07,0,2,0.0,0.0,0.0,0.36587876630314703,-0.45959299533569337,-0.00019593800629991165,0.8200246441588651,-0.6273539945982247,-0.0009356923148970964,1.1619830580197614,-0.7144230773187565,-0.002362119707186139,1.3919621952917665,-0.758729488434692,-0.003503371936176336,0.96180679044061,-0.04502609812755979,0.0013758541570041416,1.3424559911598202,0.16038148954212972,0.000337979083042228,1.4095782199690483,0.08338693784383752,-0.0004693961566317739,1.4070734482548755,0.09230040281106988,-0.0012397131397392513,0.8550577468017561,0.3117897213894752,-0.00039507035785391054,1.2576568578052576,0.4871770112661223,6.371799145199475e-06,1.3175245980516925,0.3400727686620105,0.0003014757783148525,1.2859627350283127,0.2905198174885237,-0.000240856829123004,0.7264892497387239,0.6163303899186618,-0.0025963771370243194,1.116777581709546,0.7410667167158697,-0.0027159990024756553,1.153300066838729,0.5377736173205144,-0.0009567404379140498,1.1077140913531833,0.44453609939763167,-0.0003770228397570463,0.5820012107501316,0.8800402355134281,-0.004896905480791247,0.893624056072712,0.9157104024898717,-0.00435756679894439,0.9408673772519452,0.7209491817459178,-0.001934222386125839,0.9082433779591441,0.6098619039380505,-0.0005302800893787207,0.0,0.0,0.0,-0.30198371655598877,-0.5818895764853704,-0.004176926801918057,-0.7252127878183859,-0.9255212567183764,-0.006201018582103757,-1.0732162720492042,-1.1353047605737157,-0.007440526506869105,-1.339718880804233,-1.2660596515071578,-0.008757775186566619,-0.8445063562980372,-0.18576569000940968,-0.007624365857807902,-1.2153792549029807,-0.06105246462333863,-0.012719799301592616,-1.4123608154619076,-0.1349571458246879,-0.016028614251879958,-1.5515793612150155,-0.2404265476154281,-0.017767086162237433,-0.8423081324163864,0.2361641619363885,-0.0072485059527735984,-1.2119912300235036,0.38952330032729077,-0.010880618824629096,-1.4267779111484926,0.2458836630453918,-0.01340518659260681,-1.5727823641667504,0.04767582871571442,-0.015378321989444999,-0.8208818569493178,0.565083514172247,-0.006987580101011304,-1.1939105921592705,0.6884906199873819,-0.01067724498268774,-1.4107915004755454,0.5677657416081089,-0.011899434498516825,-1.5511904825955936,0.3729607184172022,-0.012472036763099936,-0.7856038137759902,0.8124980479298378,-0.006914025175390748,-1.1110084721777562,0.9247099839584666,-0.010388371071783808,-1.31950754297579,0.8423603771992237,-0.010712866208521632,-1.46346902783498,0.6930349303436198,-0.010274331553844718,0.0
acontecer,acontecer_07,0,3,0.0,0.0,0.0,0.3024651806868491,-0.502432497388925,-0.0038523502945793098,0.7198665570887754,-0.7120344943922645,-0.006189471000794811,1.0648702701576402,-0.8334395739135421,-0.008321046253655595,1.3130336899970376,-0.827734978351156,-0.010299628024910135,0.7489289688945724,-0.06823137352873405,-0.004056395852927608,1.08037116001344,0.07444621527369487,-0.006680554134760541,1.2630490226455855,0.1348801190674485,-0.008751328458998842,1.3893544113736656,0.20149751473477598,-0.010410199297581357,0.6700937716266975,0.3073800837992972,-0.004337205441657943,1.0355505732004602,0.40314313058610435,-0.005421866552893562,1.2293922331365212,0.41141841560222453,-0.006213186198834819,1.352928022882067,0.4130594192148268,-0.007629184873763961,0.5905742823385477,0.6323582557471797,-0.005200385937456531,0.9393983555964351,0.7011096047289188,-0.007252395043138904,1.1255301092313899,0.6422086015429848,-0.007256152929727477,1.245394720934513,0.5860501715883892,-0.007519821060810727,0.513035780613042,0.9035476156053048,-0.006406051928166789,0.7994146936731926,0.922257002643057,-0.008462254313741369,0.9630167000813724,0.8598015726598657,-0.008173903806124372,1.0806230400145838,0.7902459373225429,-0.00788491254857604,0.0,0.0,0.0,-0.2921164075230886,-0.5755224810252914,-0.0052466196173242,-0.7057580366817122,-0.92716461965846,-0.007983427883814898,-1.0518608161938936,-1.0932563870560141,-0.009617419371139135,-1.32811416473638,-1.0921136288810869,-0.011201720142494764,-0.8607178867100792,-0.2759970719777424,-0.00835154430730256,-1.24354494449108,-0.16604777581158991,-0.014706734025608625,-1.4351180707632174,-0.30270201077821024,-0.019287370534371462,-1.5535551853700886,-0.4680060218689658,-0.02155229115648183,-0.8779467309758447,0.16266860817346615,-0.007060008512567606,-1.2823629153337475,0.28531408066087693,-0.011406904475521173,-1.5015520154598645,0.09962355018626046,-0.01435772182209405,-1.6336474944484407,-0.12228637837872736,-0.016326835768055048,-0.873252419529423,0.4931497708977785,-0.005977805161606398,-1.281553163233967,0.5821386109422597,-0.00972506535960349,-1.498964696369094,0.4238619999442297,-0.010401330345999327,-1.634554948791467,0.20592870613836606,-0.010413192601632204,-0.8468022227034913,0.7239061004820991,-0.005236630717050161,-1.1922517783171132,0.7640468880841049,-0.008351239764820662,-1.4016010860292203,0.6274120912601199,-0.008155418017636862,-1.5412513526120215,0.4447528879764694,-0.007268105556946125,0.0
acontecer,acontecer_07,0,4,0.0,0.0,0.0,0.3405084240860811,-0.48171491584999515,-0.0034429874521890724,0.8055636356273645,-0.6646440393645784,-0.005740521593878611,1.1900407418382895,-0.7649400711931249,-0.008115692648033246,1.4571278755062824,-0.7488439757916393,-0.010233251961807355,0.8784668370924764,0.11489835399451424,-0.0027514292177954758,1.249767713388343,0.2668044307942301,-0.006183634164671048,1.4239007046908916,0.21170611985527582,-0.009019972409049615,1.525992378925245,0.15718159991857739,-0.01084172411535178,0.8078797627732135,0.5052631069196091,-0.003283569008971199,1.1847484482099675,0.6230711443055209,-0.005347049913297042,1.3562664379302103,0.5189718005100386,-0.006877774490902766,1.4405178837791857,0.38502574144899,-0.008372869926432713,0.7329754801614035,0.8296622587753428,-0.004475557829181298,1.0857353603551496,0.9048600253027117,-0.0072452436452010716,1.270051644580823,0.7446561400006448,-0.007861075575391396,1.370589650903014,0.5640461383657428,-0.00823322183165942,0.6615702445591745,1.0910929391810142,-0.005946696388463124,0.9693701857296075,1.1187415198137214,-0.008266264225284203,1.1413835044257017,0.9825673787814917,-0.007986544283966168,1.2536764399861733,0.8116531274018269,-0.007463171730677232,0.0,0.0,0.0,-0.36441400701312054,-0.6846717890575096,-0.008741706380121173,-0.8776865648114043,-1.0421313256048423,-0.01317953947322792,-1.2863966714638808,-1.209728174370512,-0.01541811018573469,-1.6107212482081381,-1.1809201270758347,-0.01737922965871519,-1.084445867410351,-0.08481067528867021,-0.016034090661875666,-1.5760427591450132,0.15799457532437552,-0.023481230953208865,-1.8131929013641253,-0.08702044969037871,-0.027871910253040255,-1.9376574322894509,-0.3521553418007554,-0.02942090644823736,-1.0859611763421166,0.40579727798526066,-0.012443148301414908,-1.595985328960765,0.6258471282351271,-0.017692286291591586,-1.856171234369703,0.2806536187249292,-0.019989754775039614,-1.973494795268408,-0.07041708089308862,-0.021078448513023318,-1.0604929435512986,0.7185717651512376,-0.008878140480689467,-1.563532564919683,0.9030382353767019,-0.012771734738223017,-1.8287202167742425,0.6297771156913583,-0.013269218386582793,-1.9715893096238475,0.293050931637124,-0.01293903100626892,-1.0110644250766585,0.9124932723226018,-0.005835007646552981,-1.4367263602321916,1.0300787914860292,-0.008722242669634284,-1.7026998868809178,0.8070780764743032,-0.008569171422593058,-1.8616435241151887,0.5212073779292381,-0.007591807519517602,0.0
acontecer,acontecer_07,0,5,0.0,0.0,0.0,0.33728856665225876,-0.4534965811498105,-0.002887501086988209,0.7965858331728648,-0.5919454901640775,-0.004957204623096345,1.1551486031545002,-0.6339201257728847,-0.007183982463502048,1.4109988197411127,-0.5689860362180209,-0.009197437608563064,0.8979231660870132,0.03119247644134172,-0.0024657367579123957,1.2624190301432776,0.2003892700702568,-0.005990414353036044,1.4167785134881297,0.16562175862540543,-0.008723016301118491,1.491515153100795,0.1366242524858271,-0.010432085426472781,0.8143958803320233,0.40406830435934094,-0.003296640872903822,1.1927505220562142,0.5226612902661898,-0.005166787126981376,1.3465696056504604,0.42422456916082085,-0.006667915204488395,1.4181435072804964,0.33530728031562534,-0.008177523905359863,0.7151054998596615,0.7221742946053846,-0.004723377929948924,1.0907312304926458,0.7848628186627111,-0.00691321905138409,1.238552092153873,0.6315163157268633,-0.0066559197697273476,1.3032967188479667,0.5097401384603704,-0.006572980837844966,0.6111463669602534,0.9891899020551114,-0.006459167631291507,0.9372361714500578,0.9964939106365065,-0.008373415501736758,1.0862810062516013,0.8613778255821509,-0.007612809942983745,1.1593953701189221,0.7397911111764282,-0.006791596239381192,0.0,0.0,0.0,-0.28758222554905216,-0.6866999859179489,-0.007235180358151183,-0.7406796688065772,-1.0573211412407189,-0.010734990942040668,-1.1177602589381357,-1.256540137590541,-0.012539096879521594,-1.42327039895903,-1.3275446619604587,-0.014242999027231917,-0.949748181240026,-0.2231772491306996,-0.01398029714331983,-1.3902896260270865,-0.1135113490597808,-0.02109722490862964,-1.6244252554104186,-0.29307619323339557,-0.025363384517589793,-1.765393854601745,-0.47401808688836194,-0.027194239902058825,-0.9598877753145573,0.24204764341450027,-0.0115722676317489,-1.385675744020809,0.3596770053112007,-0.016467137965122447,-1.605987788845119,0.07925478028482043,-0.018881588014522777,-1.711922081855682,-0.210644785289686,-0.020383779662410006,-0.9384050371617219,0.5610108344098079,-0.009179018209437118,-1.3510086875228702,0.6699225317043743,-0.013156250822106585,-1.5839829103086551,0.4288578695571664,-0.014082872080365405,-1.713387796685197,0.14070752899951208,-0.01432971540347694,-0.8906740720507533,0.7750763507243141,-0.007156255892226682,-1.2407659153719257,0.8916658103894692,-0.010607107314029918,-1.4626679159765723,0.7109570737611546,-0.010849140356043563,-1.6045412301093431,0.47858599426966597,-0.01024074550227283,0.0
acontecer,acontecer_07,0,6,0.0,0.0,0.0,1.3442532181568707,-0.11978150428327282,0.0011798133464413496,2.281043750114939,-1.3182611993286264,0.0017906413968535873,2.879830693032553,-2.447981740696185,0.0007916461882064851,3.2671567699400006,-3.356267221455706,-0.0007522209807415692,2.0374060705723207,-2.6744016928989125,0.0036599230343359324,2.5568508908425263,-4.5123473990257486,-0.0020862541305017857,2.9656325881801004,-5.670789150607908,-0.007790380684111753,3.2857170359306154,-6.5731162889657515,-0.012084725839470067,1.7470339294773563,-2.9893968457204525,-0.0012574969468754915,2.1980828020355156,-5.015800863516527,-0.007317149141256252,2.676639747473284,-6.248183703283764,-0.013959548031364122,3.0975954617761805,-7.226542937451361,-0.019086268325720468,1.405689433739811,-3.0546121679105767,-0.00688873237502996,1.851104937655121,-4.976921650016935,-0.013821263392840066,2.335273194693284,-6.094299070427021,-0.019499185090337434,2.772264378860517,-6.955823621183252,-0.023225794141565004,1.0448318077776217,-2.796041870626341,-0.012480003354523816,1.4634009500869543,-4.049440660444113,-0.018673729678068796,1.8716885696735508,-4.783619611824714,-0.022348261033569017,2.258619090286317,-5.358120280530556,-0.024933241834316888,0.0,0.0,0.0,-0.2705886516222896,-0.5503278521690659,-0.002524907450023761,-0.5904232887603155,-0.9361503872576704,-0.006368730665016642,-0.8143645972237532,-1.3200564847813863,-0.010025532432663908,-0.916698741728653,-1.7295026853787518,-0.014150392711925974,-0.6756714821153275,-0.24833037447053552,-0.010618823096919527,-1.0165061836933278,-0.07974651023333708,-0.015312216692436209,-1.2232940056687893,-0.06210510539699672,-0.01833650421427535,-1.398512482793423,-0.08509550476455102,-0.020561102294195166,-0.6750450673852311,0.16062252452687928,-0.012242420092988482,-1.0965526878560001,0.27015309763026946,-0.015840295218694678,-1.3642368305539756,0.2191257452258216,-0.0176321766160612,-1.5742697744632412,0.13531439065796821,-0.019735050835478773,-0.6552885340617995,0.4885516145053697,-0.013603867479432097,-1.054129729033236,0.5693493269576498,-0.016262365021574965,-1.3080234493254403,0.5409854637334872,-0.017154598125088683,-1.5005696345348583,0.46419876309985575,-0.018356132768857947,-0.6260555203996281,0.750437995244398,-0.015208043605852595,-0.9593546485291716,0.8524564854517102,-0.01735592026339816,-1.1820377442808299,0.8446683885651832,-0.01783458840178298,-1.3615623332883686,0.804052244729541,-0.018499519192445746,0.0
acontecer,acontecer_07,0,7,0.0,0.0,0.0,0.6344372832268641,-0.4651682539979948,-0.007561227672248094,1.1771417385386633,-1.1414492923012018,-0.010617315203397482,1.6656339865615826,-1.522362846308458,-0.013918390863089769,2.0862904987598943,-1.6223840733450674,-0.017376166202573984,0.7977710759361102,-2.7952921448782657,-0.003223092195092647,1.0649132694964636,-3.8135616464873654,-0.007804212525932996,1.1893363200567972,-4.432829133643811,-0.012955814965515344,1.2843161409882144,-4.997511351147656,-0.017383719228654115,0.44857035494247827,-2.988781530643982,-0.004817939263283222,0.5638702582416333,-4.218211926410629,-0.008801821053474157,0.6268148257455334,-4.929265415529456,-0.014277486496119707,0.6846226114720689,-5.5437666511747645,-0.018999072157292574,0.11765728606356164,-2.9219189642885333,-0.007624206498711317,0.14191309196528715,-4.047171272970342,-0.012024281911998003,0.18311791444132366,-4.6987837734807405,-0.0159824941237261,0.24644989286139374,-5.240058437742449,-0.019194024049191682,-0.18576986454721905,-2.614606732093591,-0.011468212485759466,-0.2784404125665646,-3.477864601414873,-0.01554871666476032,-0.297670004948046,-4.021639289932998,-0.017334923513679712,-0.27320065882455363,-4.500263109999797,-0.018730828904061525,0.0,0.0,0.0,-0.3144687906430986,-0.4344413531552843,-0.002067386676209537,-0.6856699720304492,-0.6251388408096297,-0.005060872100877134,-0.9877235197170413,-0.7405575669992228,-0.007639046330588428,-1.181066974154111,-0.959451263994006,-0.010563606434153883,-0.7644683390144704,-0.06693423663551418,-0.010972748548375932,-1.1341266734984201,0.16627138956408524,-0.01525150243251261,-1.332003387001615,0.23831862710011353,-0.017330879383372633,-1.483167938996911,0.2653159875854878,-0.018702741750168173,-0.7241288643682271,0.34498575664774184,-0.01227728560625252,-1.1237195023741453,0.5855768285925284,-0.015095309392201273,-1.3485363179099354,0.6261265491200702,-0.01592993926315245,-1.5135261022614246,0.6112089328444494,-0.017272628881620733,-0.6575390731127125,0.6710565412852179,-0.01324528645782408,-1.0282481896714923,0.9016569078833654,-0.015178166367697088,-1.24060458175288,0.9413566982524666,-0.015662357248949377,-1.3926154852533177,0.914577635618313,-0.016796141900705663,-0.5801345915885341,0.9159294719018959,-0.014285954684602586,-0.8694186096420486,1.163975773331194,-0.016452686898993818,-1.0516109804003768,1.236823734542806,-0.017137080468820898,-1.2001335915979094,1.2500817503511557,-0.01781340133457121,0.0
acontecer,acontecer_07,0,8,0.0,0.0,0.0,0.598659194774905,-0.41014157923463546,-0.007862547481771287,1.1153273239320909,-1.0733247932603154,-0.010955481859262761,1.596557240586776,-1.4800890183801156,-0.014090250315483388,2.0060961938911173,-1.5126804855882736,-0.017390208388086137,0.7549379786101833,-2.6341888642202353,-0.00438810239952403,1.0315904642388354,-3.658227465324355,-0.008583327824588594,1.1620937450281006,-4.270182508577809,-0.01319000038724738,1.245090566834429,-4.833054994261404,-0.01730843267809945,0.4006237317806224,-2.855294635837178,-0.005754166351970014,0.5261123039356546,-4.084580344310199,-0.009445753017779168,0.6033709348782484,-4.778585225765234,-0.01477985836040574,0.6480803155391197,-5.377144258812713,-0.01933194331299859,0.06599250606443095,-2.812624084388277,-0.00822297397476035,0.07190453133113482,-3.938633946274276,-0.012552348034795102,0.1127705161206387,-4.609498985345463,-0.01720910153758126,0.15784329346200326,-5.171109929933222,-0.020912505755539712,-0.23872678559794583,-2.5218040949176146,-0.011672888020392236,-0.36112110538012177,-3.358209152587995,-0.016151471132751283,-0.4167688089021279,-3.901554240338021,-0.018741868505593118,-0.42628003409317067,-4.400447387900145,-0.020651718670841035,0.0,0.0,0.0,-0.3240975558840461,-0.45347448666008944,-0.003070546277513131,-0.7299507748374745,-0.5790165361134795,-0.006204646509786471,-1.0617254451642346,-0.5965101380444714,-0.008354084995289668,-1.304474903247673,-0.7122099687186576,-0.010849742647906169,-0.7426684653776613,-0.06535288407871863,-0.014411898758908137,-1.1344788323082127,0.18912131240756494,-0.019168102611502036,-1.3503220903424524,0.24931415368094004,-0.020724674184521064,-1.5141628689025377,0.2674243876194805,-0.02150038579543434,-0.6914154097517273,0.34987295759451364,-0.014946551491220816,-1.1204883618418637,0.6140294712663893,-0.018252254892786368,-1.3631178937300932,0.64223556099469,-0.01834399761696659,-1.5241149051555152,0.6163838843861204,-0.0190170532657703,-0.6185278523050636,0.6796681564693219,-0.01501302929659687,-1.0247468231795118,0.9417045955638285,-0.01744147339900337,-1.2507884026798781,0.9477045812229714,-0.017345917840202674,-1.400006456196575,0.8875825009996429,-0.017870282252033576,-0.540289105320463,0.9139543172747886,-0.015091716740926131,-0.8610930559659782,1.2183021883984362,-0.017692263667186126,-1.0543175903015678,1.276611131586156,-0.018249047417839392,-1.1953498768924238,1.2650403214415291,-0.018685010690887793,0.0
acontecer,acontecer_07,0,9,0.0,0.0,0.0,0.6066085157651699,-0.7966796220756857,-0.0009110916243821876,0.9368020821404137,-1.7379096912719953,-0.0018428019202270107,1.215753839598492,-2.3097866001791663,-0.00422069930480351,1.4156074644090548,-2.7368845206983123,-0.007031856915070911,0.2661220220593498,-3.328401694772764,0.0012142265959687037,0.23520229309054483,-4.638247878670843,-0.004475493328734537,0.24835293851891554,-5.403352620144508,-0.010100169451995988,0.22524170285298092,-6.036896628783458,-0.01442507409499516,0.0692737149151111,-3.2124398556934537,-0.0034811584000431495,-0.007901814320392482,-4.642841558145606,-0.00908388045625319,0.002519667473096952,-5.531573793709325,-0.015065226117237707,-0.011598469320605017,-6.270100138039524,-0.01987015956090321,-0.06585321394634154,-2.8912889054650464,-0.009070710623725553,-0.12528537053399344,-4.266032239007506,-0.01576472573922505,-0.07698317366877433,-5.1147478509045765,-0.021174968564971586,-0.05257877533146191,-5.820874661559548,-0.02504160755322804,-0.1453474847906853,-2.4169781681219598,-0.014897375712259908,-0.07379597524381004,-3.2883279357892645,-0.021202418366535802,0.04596250564020052,-3.9026659076689953,-0.024610081100925107,0.14449140729321205,-4.459857135635085,-0.02720850274906983,0.0,0.0,0.0,-0.3567372196933856,-0.4826040404048673,-0.0034425019500901044,-0.768802120198118,-0.5620731710447958,-0.005879009443347627,-1.109355954800139,-0.46295594580481336,-0.007330776958738738,-1.3788106624629544,-0.4917714848762497,-0.008909047416423732,-0.7809199513182706,0.026184321001158094,-0.011660363360320503,-1.1844326720812435,0.3018488763530353,-0.015821046031092578,-1.4031112159052122,0.3410402782788793,-0.016997529960249835,-1.5569475866848985,0.3229457271211234,-0.017336710191344196,-0.7197405261175254,0.4506746849908546,-0.011644225402747566,-1.1493962297826348,0.74529708482424,-0.014866109772597724,-1.394564804270293,0.7527696672357391,-0.015251102692459995,-1.562259051733597,0.7007288459721752,-0.015756188726996356,-0.6402415935922557,0.7747057775490785,-0.01141290070769685,-1.044833911685489,1.065556796860103,-0.014083101249312335,-1.278194690795656,1.0672055140652645,-0.014631348497246677,-1.4385379667666756,1.0034342861909824,-0.015186542480265075,-0.5571241353758909,1.0008203724412248,-0.011219554415916377,-0.8792459845700036,1.3085959785725816,-0.013985940090393001,-1.0788022928675178,1.3567779363600414,-0.01495108364430564,-1.2281554026056467,1.332996031857833,-0.01542161202338832,0.0
